[2025-04-30 23:30:49] [INFO] 🚀 Начинаем синхронизацию...
[2025-04-30 23:30:49] [INFO] 🔍 Сканируем папку: Zidan
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\api.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\api.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\auth.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\certs.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\certs.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\compat.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\help.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\help.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\models.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\models.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\packages.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\packages.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\structures.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\structures.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\utils.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\abc.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\abc.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\align.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\align.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\bar.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\bar.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\box.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\box.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\cells.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\cells.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\color.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\color.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\columns.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\columns.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\console.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\console.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\containers.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\control.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\control.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\errors.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\errors.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\json.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\json.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\layout.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\layout.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\live.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\live.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\logging.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\logging.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\markup.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\markup.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\measure.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\measure.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\padding.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\padding.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\pager.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\pager.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\palette.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\palette.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\panel.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\panel.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\progress.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\region.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\region.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\repr.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\repr.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\rule.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\rule.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\scope.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\scope.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\screen.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\screen.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\segment.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\status.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\status.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\style.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\style.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\styled.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\styled.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\table.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\table.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\text.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\text.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\theme.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\theme.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\themes.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\themes.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\tree.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\tree.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\after.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\after.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\before.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\before.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\before_sleep.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\before_sleep.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\nap.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\nap.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\retry.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\retry.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\stop.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\stop.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\tornadoweb.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\tornadoweb.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\wait.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\wait.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\_asyncio.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\_asyncio.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\_utils.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\_utils.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tenacity\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tenacity\__init__.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py
[2025-04-30 23:30:50] [INFO] ✅ Скопировано: \\KOMP\Users\Zidan\OOP\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py → synced\Zidan\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py
